0.000000	1.915709	0.286369	2.463553	2.514814	2.256041	97.732604
0.002350	14.765493	3.160619	24.664446	25.132037	22.408192	1499.318900
0.004610	14.311960	3.191893	24.697214	25.127809	22.799067	1499.018805
0.006869	15.063272	3.129229	24.720825	25.125784	22.682014	1499.688114
0.009125	15.266364	3.130959	24.719466	25.105701	22.707091	1500.678293
0.011385	14.595992	3.172171	24.698560	25.108510	22.464792	1501.137811
0.013645	14.424561	3.175814	24.662041	25.091102	22.288515	1500.024661
0.015917	14.511280	3.182815	24.634867	25.090173	22.230104	1500.755275
0.018190	16.246804	3.073657	24.632492	25.117900	22.224538	1498.560631
0.020451	17.723801	2.987382	24.635708	25.106605	22.281111	1500.432344
0.022711	18.178810	2.965413	24.644370	25.097186	22.408167	1499.929093
0.024967	18.582375	2.939677	24.653859	25.089190	22.484272	1498.199521
0.027217	18.403164	2.979522	24.665706	25.088713	22.593789	1499.493463
0.029477	18.462901	2.972877	24.665639	25.084034	22.509308	1501.516419
0.031731	18.107826	3.013378	24.664875	25.076495	22.636508	1500.884704
0.033982	18.582375	2.904139	24.667080	25.077905	22.616066	1501.233703
0.036237	18.586495	2.916666	24.665329	25.073680	22.612362	1499.440079
0.038478	18.518519	2.901156	24.668497	25.071795	22.663460	1499.434472
0.040734	17.677680	2.537584	24.669473	25.058533	22.664380	1498.960853
0.042988	17.980884	2.533377	24.682099	25.054355	22.951511	1500.412714
0.045244	18.522638	2.890645	24.688702	25.053004	22.728487	1497.613615
0.047490	17.928614	2.459456	24.662290	25.029811	22.832518	1500.313111
0.049732	18.279570	2.789866	24.718513	25.062833	23.319984	1501.819057
0.051977	18.219833	2.862357	24.749438	25.069935	23.131038	1500.075243
0.054224	18.343427	2.859358	24.724905	25.064287	22.811170	1500.042821
0.056461	18.219833	2.872698	24.675370	25.065696	22.433237	1499.758940
0.058702	18.339307	2.881822	24.636530	25.053964	22.410965	1499.835862
0.060944	18.339307	2.863810	24.634785	25.060536	22.545537	1500.070724
0.063194	18.219833	2.889162	24.661260	25.057242	22.896663	1500.044271
0.065441	18.399044	2.893628	24.706255	25.058195	23.152432	1499.653608
0.067683	18.399044	2.890567	24.727278	25.056794	23.051962	1501.105481
0.069925	18.279570	2.902655	24.695047	25.054898	22.615161	1499.113174
0.072175	18.279570	2.916387	24.647407	25.051159	22.389615	1497.593272
0.074413	18.399044	2.913341	24.608715	25.053039	22.187460	1499.087611
0.076654	18.339307	2.896659	24.587898	25.042703	22.251469	1499.747108
0.078905	18.458781	2.907249	24.583666	25.050226	22.250520	1498.467091
0.081155	18.399044	2.908747	24.593170	25.043175	22.359045	1499.851205
0.083406	18.399044	2.905845	24.596615	25.036606	22.368303	1499.764330
0.085648	18.107826	2.919725	24.605060	25.041321	22.459241	1499.843606
0.087898	18.219833	2.919645	24.618247	25.044599	22.532518	1501.263085
0.090143	18.339307	2.913325	24.628378	25.035686	22.651375	1499.008022
0.092390	18.283690	2.911873	24.638099	25.031468	22.643942	1498.316861
0.094636	18.582375	2.904155	24.630586	25.037559	22.499115	1499.842900
0.096883	18.279570	2.946240	24.616758	25.035214	22.461102	1499.062005
0.099133	18.399044	2.921124	24.624779	25.033810	22.660668	1498.718505
0.101379	18.399044	2.946019	24.636822	25.032406	22.708021	1499.899603
0.103626	18.522638	2.925605	24.659698	25.032402	22.910581	1499.220867
0.105871	18.522638	2.931809	24.676878	25.030995	22.888295	1500.286983
0.108118	18.399044	2.922575	24.659746	25.030526	22.651377	1499.823172
0.110360	18.458781	2.927168	24.646075	25.028650	22.732183	1499.500913
0.112610	18.279570	2.939513	24.663098	25.030527	22.936636	1500.413314
0.114861	18.279570	2.942706	24.682742	25.029117	22.933852	1500.306543
0.117111	18.403164	2.931859	24.656521	25.027709	22.572459	1499.548961
0.119365	18.518519	2.934839	24.619861	25.030998	22.361825	1498.782924
0.121621	18.181179	2.967202	24.597380	25.027712	22.357189	1499.398792
0.123875	18.399044	2.945801	24.599347	25.030058	22.504671	1499.033580
0.126122	18.399044	2.941027	24.613492	25.028182	22.566897	1501.215283
0.128376	18.458781	2.956948	24.619501	25.027711	22.599362	1501.028616
0.130619	18.458781	2.993488	24.734349	25.598555	22.838601	1488.419406
0.132869	18.518519	2.980538	25.459880	26.855957	23.006777	1503.906485
0.135151	18.403164	2.983905	26.230374	27.431182	23.198233	1498.981079
0.137446	18.399044	2.980625	26.713633	27.905573	22.930943	1502.070855
0.139724	18.399044	2.988611	27.059991	28.077387	23.468778	1500.573620
0.142001	18.518519	2.974148	27.299537	28.193136	23.510983	1499.744762
0.144279	18.458781	2.983715	27.451951	28.398313	23.466489	1498.667753
0.146556	18.458781	2.988576	27.579717	28.551678	23.251507	1499.760115
0.148839	18.339307	2.988524	27.667631	28.645154	23.181219	1500.007313
0.151125	18.399044	2.993596	27.758106	28.708620	23.453089	1499.933791
0.153420	18.462901	3.019449	27.817068	28.831294	23.105424	1501.435550
0.155714	18.582375	2.990225	27.874402	28.798151	23.466297	1500.535204
0.158010	18.290431	3.002053	27.917083	28.875484	23.116774	1499.788785
0.160242	18.582375	2.991788	27.930662	28.940486	22.955934	1502.880190
0.162550	18.343041	3.009892	27.977968	29.004480	23.023893	1499.603063
0.164854	18.522638	2.994948	28.015295	29.037977	23.065821	1498.478717
0.167092	18.291157	3.023352	28.042793	29.044180	23.073155	1501.226694
0.169333	18.339307	3.013060	28.068504	29.079439	23.274351	1501.010909
0.171579	18.582375	2.975952	28.068994	29.101170	22.874437	1499.656729
0.173821	18.462901	2.999984	28.076535	29.158278	22.731441	1500.867824
0.176063	18.518519	2.991788	28.090167	29.129645	22.980751	1499.286138
0.178296	18.582375	2.999844	28.124320	29.128772	23.240482	1498.706085
0.180537	18.230694	3.048000	28.143468	29.112212	23.282465	1499.556117
0.182770	18.219833	3.019395	28.132164	29.147758	22.948909	1499.031437
0.185012	18.582375	3.007987	28.111845	29.223051	22.408329	1499.729097
0.187245	18.219833	3.019521	28.110288	29.269914	22.455528	1499.354740
0.189553	18.586495	3.004670	28.147671	29.222048	22.794857	1501.214203
0.191852	18.650352	3.004723	28.145066	29.271804	22.453306	1499.632043
0.194156	18.466635	3.006569	28.168195	29.256983	22.932508	1499.991756
0.196460	18.586495	3.016185	28.205043	29.199929	23.280630	1500.835352
0.198768	18.582375	3.011324	28.199872	29.234936	22.914501	1501.154143
0.201068	18.522638	2.996650	28.191618	29.276840	22.626025	1499.212263
0.203305	18.462901	2.999984	28.191060	29.275843	22.776754	1501.556111
0.205542	18.582375	2.993420	28.215263	29.279881	22.839158	1501.244569
0.207837	18.646232	3.004670	28.201554	29.332214	22.432596	1499.711864
0.210136	18.462901	2.994948	28.211769	29.275209	23.026167	1501.154371
0.212427	18.582375	2.999844	28.232986	29.285773	22.978222	1497.960924
0.214726	18.646232	3.014463	28.237489	29.303850	22.865189	1500.136085
0.217012	18.351280	3.029478	28.240945	29.315535	22.870963	1498.337847
0.219303	18.518519	3.013029	28.246018	29.334489	22.769959	1500.649837
0.221593	18.462901	3.001494	28.249952	29.330998	22.927601	1500.759672
0.223875	18.531319	3.009637	28.266389	29.274068	23.269664	1499.657282
0.226161	18.399044	3.003321	28.283159	29.253017	23.398573	1500.562418
0.228447	18.522638	3.019681	28.275096	29.249210	23.225635	1499.847512
0.230728	18.582375	3.001565	28.259071	29.291104	23.049262	1500.398276
0.233005	18.458781	3.008077	28.268778	29.268176	23.396206	1502.306703
0.235283	18.586495	3.003160	28.265845	29.312450	22.724659	1501.167268
0.237560	18.462901	3.017781	28.242156	29.389478	22.389088	1499.359945
0.239846	18.458781	3.014552	28.246317	29.411185	22.502659	1500.194506
0.242124	18.518519	3.004723	28.261690	29.371038	22.595296	1499.169159
0.244410	18.462901	3.001494	28.259827	29.417325	22.418472	1499.677056
0.246691	18.646232	3.034354	28.258886	29.401645	22.492903	1500.084888
0.248964	18.458781	3.017799	28.277349	29.389041	22.770093	1500.844328
0.251241	18.458781	3.017763	28.287580	29.354615	22.904081	1500.855053
0.253505	18.518519	3.003056	28.291364	29.344210	22.960190	1498.914560
0.255795	18.582375	3.022731	28.304615	29.335629	23.147593	1499.120060
0.258077	18.526758	3.026212	28.309763	29.332666	23.109581	1500.290802
0.260350	18.522638	3.027627	28.316263	29.328446	23.162992	1501.589726
0.262627	18.530492	3.016291	28.324141	29.298233	23.502146	1500.371212
0.264891	18.119073	3.051166	28.329564	29.319680	23.290546	1499.160070
0.267164	18.522638	3.006408	28.318821	29.304406	23.336347	1498.915436
0.269440	18.518519	3.021098	28.305023	29.316554	23.113676	1500.547938
0.271727	18.582375	3.014481	28.302151	29.333206	23.200293	1499.361481
0.274022	18.518519	3.022783	28.314421	29.283453	23.429893	1499.388433
0.276286	18.347160	3.039640	28.318178	29.289442	23.470916	1498.484028
0.278576	18.582375	3.014481	28.326345	29.277233	23.596778	1499.189059
0.280854	18.458781	3.027935	28.320109	29.286861	23.363888	1499.213992
0.283135	18.582375	3.014517	28.299599	29.313797	23.086784	1499.505276
0.285417	18.518519	3.025941	28.291250	29.324400	23.124213	1500.256634
0.287694	18.230694	3.049462	28.318791	29.267820	23.623592	1501.160834
0.289976	18.582375	3.021027	28.330651	29.253456	23.646616	1499.060886
0.292248	18.582375	3.014463	28.311402	29.284409	23.345812	1500.310127
0.294521	18.522638	3.021099	28.290087	29.316903	23.008021	1499.029546
0.296785	18.134494	3.053665	28.300773	29.316041	23.337202	1500.892459
0.299071	18.582375	3.032650	28.313862	29.286116	23.390530	1500.280645
0.301349	18.518519	3.026031	28.317020	29.313654	23.260104	1500.070903
0.303639	18.582375	3.024327	28.312312	29.310350	23.286294	1499.316140
0.305903	18.646232	3.017763	28.310228	29.304922	23.341461	1500.076861
0.308176	18.646232	3.034318	28.311062	29.296722	23.265366	1499.593921
0.310462	18.458781	3.027699	28.316153	29.336694	23.212387	1499.819553
0.312747	18.518519	3.027663	28.315052	29.302683	23.319809	1500.531990
0.315043	18.522638	3.025996	28.307185	29.306533	23.103483	1500.257104
0.317346	17.685148	3.106336	28.301908	29.345651	23.091820	1500.609175
0.319650	18.530492	3.037636	28.294584	29.355934	22.995070	1500.988897
0.321923	18.710089	3.025995	28.316760	29.292303	23.499261	1500.260335
0.324214	18.714209	3.040955	28.308228	29.326857	23.130731	1499.603788
0.326491	18.122081	3.079005	28.299871	29.330236	22.981214	1501.293574
0.328772	18.582375	3.040972	28.291987	29.343794	22.876178	1500.076133
0.331059	18.518519	3.046055	28.293924	29.377397	22.941391	1498.575893
