0.000000	0.778027	2.334082	5.447941	0.205227	0.615680	0.379062	2.810659	8.431978	71.098259	2.834111	8.502332	72.289641	2.715726	8.147179	66.376533	100.354586
5.460693	7.551442	0.228833	0.052365	2.062495	0.010547	0.000111	28.142310	0.009534	0.000091	28.427121	0.032981	0.001088	27.217325	0.012633	0.000160	1447.305418
10.613510	7.734508	0.137300	0.018851	2.068966	0.044596	0.001989	28.196044	0.004921	0.000024	28.452119	0.028165	0.000793	27.205891	0.004675	0.000022	1449.893819
15.765113	7.642975	0.209729	0.043986	2.051517	0.018613	0.000346	28.218987	0.002389	0.000006	28.476140	0.021885	0.000479	27.068753	0.044596	0.001989	1449.545085
20.913922	7.780275	0.000000	0.000000	2.053300	0.015108	0.000228	28.227048	0.002879	0.000008	28.506976	0.025179	0.000634	26.947911	0.036402	0.001325	1451.668270
26.062944	7.734508	0.137300	0.018851	2.053455	0.023339	0.000545	28.251731	0.001611	0.000003	28.518354	0.026535	0.000704	26.920372	0.091997	0.008464	1450.122231
31.215584	7.231076	0.342486	0.117297	1.769099	0.189693	0.035983	28.239838	0.000695	0.000000	28.611914	0.033120	0.001097	26.351937	0.072402	0.005242	1450.500969
36.363951	7.322609	0.000000	0.000000	1.633433	0.014325	0.000205	28.247362	0.000575	0.000000	28.638851	0.016009	0.000256	26.279945	0.012999	0.000169	1448.944962
41.512289	7.322609	0.000000	0.000000	1.645704	0.010004	0.000100	28.253542	0.001878	0.000004	28.648483	0.014162	0.000201	26.368010	0.023289	0.000542	1450.081259
46.660231	7.322609	0.000000	0.000000	1.633948	0.009577	0.000092	28.250754	0.001329	0.000002	28.637934	0.032946	0.001085	26.240195	0.036768	0.001352	1450.778967
51.805194	7.322609	0.000000	0.000000	1.632751	0.006401	0.000041	28.253235	0.001506	0.000002	28.671650	0.020773	0.000432	26.078428	0.037542	0.001409	1450.582755
56.953103	7.185309	0.293049	0.085878	1.649345	0.015532	0.000241	28.244275	0.000993	0.000001	28.707297	0.021989	0.000484	25.874341	0.035784	0.001280	1449.701059
62.097772	7.322609	0.000000	0.000000	1.635738	0.012356	0.000153	28.247338	0.002341	0.000005	28.729447	0.019846	0.000394	25.703501	0.024766	0.000613	1448.692910
67.245426	7.322609	0.000000	0.000000	1.636245	0.005269	0.000028	28.264525	0.005415	0.000029	28.770935	0.025703	0.000661	26.006596	0.046644	0.002176	1449.951504
