0.000000	26.132719	78.398156	6146.270802	0.189114	0.567341	0.321875	2.740113	8.220338	67.573955	2.761447	8.284341	68.630301	2.653749	7.961246	63.381437	96.351490
0.002301	261.327185	0.000000	0.000000	1.898263	0.011368	0.000129	27.726091	0.042034	0.001767	28.444418	0.029181	0.000852	26.572698	0.018480	0.000342	1450.848854
0.004534	261.327185	0.000000	0.000000	1.879544	0.010527	0.000111	27.946185	0.015344	0.000235	28.375196	0.034335	0.001179	26.648614	0.018977	0.000360	1450.469683
0.006767	261.327185	0.000000	0.000000	1.848454	0.012971	0.000168	28.065706	0.010188	0.000104	28.477119	0.017306	0.000300	26.579334	0.026839	0.000720	1451.663541
0.009002	261.327185	0.000000	0.000000	1.892750	0.009774	0.000096	28.139066	0.006663	0.000044	28.526801	0.014741	0.000217	26.558663	0.024790	0.000615	1449.757999
0.011237	261.327185	0.000000	0.000000	1.927114	0.016730	0.000280	28.183539	0.004182	0.000017	28.539675	0.016911	0.000286	26.602101	0.025616	0.000656	1450.707990
0.013470	261.327185	0.000000	0.000000	1.924590	0.010073	0.000101	28.210270	0.000675	0.000000	28.540669	0.020649	0.000426	26.543292	0.019631	0.000385	1448.552401
0.015702	261.327185	0.000000	0.000000	1.932705	0.008852	0.000078	28.226759	0.000677	0.000000	28.557966	0.020555	0.000423	26.567946	0.025177	0.000634	1449.305859
0.017934	261.327185	0.000000	0.000000	1.924611	0.011815	0.000140	28.237719	0.001094	0.000001	28.581072	0.020113	0.000405	26.558461	0.032629	0.001065	1450.723826
0.020168	261.327185	0.000000	0.000000	1.964222	0.008409	0.000071	28.245375	0.001727	0.000003	28.586771	0.036834	0.001357	26.610634	0.021222	0.000450	1450.245628
0.022400	261.327185	0.000000	0.000000	1.985506	0.005762	0.000033	28.248404	0.001052	0.000001	28.603215	0.022071	0.000487	26.514848	0.018710	0.000350	1451.837504
0.024632	261.327185	0.000000	0.000000	1.952519	0.011317	0.000128	28.254625	0.000650	0.000000	28.583942	0.023695	0.000561	26.611587	0.027007	0.000729	1450.394762
0.026864	261.327185	0.000000	0.000000	2.017019	0.007408	0.000055	28.258176	0.001099	0.000001	28.578187	0.022154	0.000491	26.671376	0.020431	0.000417	1449.700922
0.029097	261.327185	0.000000	0.000000	2.021488	0.009142	0.000084	28.260335	0.000487	0.000000	28.582039	0.017269	0.000298	26.619186	0.024547	0.000603	1450.801198
0.031328	261.327185	0.000000	0.000000	2.016182	0.012562	0.000158	28.262598	0.000934	0.000001	28.583955	0.020761	0.000431	26.668535	0.026300	0.000692	1450.600910
0.033560	261.327185	0.000000	0.000000	1.992458	0.010307	0.000106	28.265791	0.000773	0.000001	28.564712	0.013777	0.000190	26.722651	0.017934	0.000322	1449.424571
0.035791	261.327185	0.000000	0.000000	2.005623	0.015623	0.000244	28.267244	0.002788	0.000008	28.545468	0.020740	0.000430	26.720727	0.018636	0.000347	1448.569295
0.038022	261.327185	0.000000	0.000000	2.015235	0.006215	0.000039	28.270468	0.001016	0.000001	28.580931	0.028898	0.000835	26.659993	0.026079	0.000680	1450.195087
0.040254	261.327185	0.000000	0.000000	2.019774	0.014952	0.000224	28.270902	0.000952	0.000001	28.579090	0.029705	0.000882	26.672344	0.032104	0.001031	1449.039164
0.042486	261.327185	0.000000	0.000000	1.970228	0.015601	0.000243	28.275282	0.002062	0.000004	28.572418	0.021126	0.000446	26.651448	0.015894	0.000253	1448.006424
0.044719	261.327185	0.000000	0.000000	2.046861	0.014343	0.000206	28.276529	0.001136	0.000001	28.591659	0.018291	0.000335	26.631525	0.021566	0.000465	1449.013770
0.046951	261.327185	0.000000	0.000000	2.025040	0.005667	0.000032	28.272680	0.000701	0.000000	28.600234	0.023352	0.000545	26.586920	0.014849	0.000220	1449.030362
0.049183	261.327185	0.000000	0.000000	1.946272	0.029792	0.000888	28.274327	0.001564	0.000002	28.620420	0.021469	0.000461	26.578383	0.014195	0.000202	1451.383703
0.051416	261.327185	0.000000	0.000000	1.854463	0.014225	0.000202	28.276739	0.001662	0.000003	28.595513	0.019746	0.000390	26.577431	0.020451	0.000418	1449.324640
0.053649	261.327185	0.000000	0.000000	1.794120	0.013474	0.000182	28.279401	0.000699	0.000000	28.624399	0.019770	0.000391	26.538561	0.013538	0.000183	1450.638219
0.055881	261.327185	0.000000	0.000000	1.765028	0.010935	0.000120	28.280443	0.001892	0.000004	28.634926	0.037544	0.001410	26.565099	0.017380	0.000302	1449.839130
0.058113	261.327185	0.000000	0.000000	1.787755	0.008821	0.000078	28.280689	0.001488	0.000002	28.604178	0.016791	0.000282	26.563188	0.022421	0.000503	1449.989918
0.060345	261.327185	0.000000	0.000000	1.863465	0.009721	0.000094	28.279687	0.000740	0.000001	28.604185	0.022043	0.000486	26.603051	0.026764	0.000716	1448.832034
0.062576	261.327185	0.000000	0.000000	1.969280	0.006772	0.000046	28.284860	0.001698	0.000003	28.604181	0.024077	0.000580	26.587853	0.016539	0.000274	1449.824063
0.064810	261.327185	0.000000	0.000000	1.971915	0.014842	0.000220	28.287262	0.002802	0.000008	28.588762	0.033353	0.001112	26.662848	0.018128	0.000329	1448.052131
0.067042	261.327185	0.000000	0.000000	2.019696	0.008166	0.000067	28.288549	0.001858	0.000003	28.592615	0.016796	0.000282	26.673290	0.022536	0.000508	1449.272373
0.069275	261.327185	0.000000	0.000000	2.002947	0.012560	0.000158	28.291082	0.000559	0.000000	28.606099	0.024667	0.000608	26.721705	0.022890	0.000524	1448.887335
