2.527400000000000133e-02	2.636151577892383302e-01	9.388136412457808924e-06
2.757499999999999882e-02	2.636151634838798663e-01	1.785299212997415452e-05
2.987400000000000125e-02	2.636151794293861705e-01	3.511628779051534366e-05
3.217400000000000121e-02	2.636152060623251914e-01	5.279023883986155852e-05
3.446899999999999964e-02	2.636152433514881155e-01	7.078990034870003001e-05
3.676800000000000207e-02	2.636152918116477228e-01	8.899193034039853956e-05
3.906300000000000050e-02	2.636153511060174703e-01	1.067693685854465002e-04
4.136299999999999699e-02	2.636154211658475188e-01	1.249114873189682839e-04
4.366199999999999942e-02	2.636155025396915152e-01	1.431649199616913393e-04
4.595300000000000079e-02	2.636155943572534022e-01	1.609902780614902440e-04
4.824699999999999822e-02	2.636156971392039639e-01	1.790225701938652492e-04
5.054299999999999765e-02	2.636158109834187968e-01	1.962132959647533426e-04
5.284300000000000108e-02	2.636159348841181638e-01	2.130836702463057009e-04
5.513900000000000051e-02	2.636160691326861483e-01	2.308627012439501414e-04
5.743000000000000188e-02	2.636162140210385196e-01	2.481810075209978095e-04
5.972899999999999737e-02	2.636163694662944645e-01	2.658114677842604578e-04
6.202499999999999680e-02	2.636165359883148596e-01	2.841646666524866305e-04
6.432000000000000217e-02	2.636167133756644465e-01	3.021455597149724781e-04
6.661899999999999766e-02	2.636169019221456522e-01	3.204261220162152313e-04
6.891799999999999315e-02	2.636171017675445483e-01	3.387729734640743118e-04
7.121500000000000052e-02	2.636173123646232130e-01	3.566282829297051649e-04
7.351499999999999702e-02	2.636175339610929425e-01	3.752094244759973662e-04
7.580599999999999838e-02	2.636177664225414774e-01	3.935320409595988167e-04
7.810200000000000475e-02	2.636180098486018974e-01	4.109528415483509889e-04
8.040100000000000025e-02	2.636182642337873694e-01	4.233883113329284242e-04
8.269700000000000661e-02	2.636185227040723222e-01	4.301000943769395235e-04
8.499700000000000311e-02	2.636187853455495556e-01	4.373008196694172511e-04
8.729599999999999860e-02	2.636190528778898368e-01	4.452941722092873533e-04
8.959200000000000497e-02	2.636193247374326032e-01	4.532491969371221785e-04
9.189100000000000046e-02	2.636196019190873985e-01	4.608429568406791077e-04
9.418600000000000583e-02	2.636198828424410334e-01	4.670101078545485507e-04
9.648199999999999832e-02	2.636201671329754248e-01	4.779821777560755436e-04
9.878099999999999381e-02	2.636204618519582543e-01	4.956494576617842540e-04
1.010770000000000002e-01	2.636207675162269837e-01	5.144901650169231289e-04
1.033730000000000065e-01	2.636210846662734864e-01	5.330988209379938780e-04
1.056679999999999980e-01	2.636214127126189632e-01	5.509824129603657639e-04
1.079669999999999935e-01	2.636217519667934939e-01	5.740458443597162841e-04
1.102660000000000029e-01	2.636221085324474966e-01	6.024703450293600326e-04
1.125659999999999994e-01	2.636224824081637164e-01	6.297875407881292631e-04
1.148649999999999949e-01	2.636228720798154401e-01	6.572676181235692638e-04
1.171610000000000013e-01	2.636232785647782961e-01	6.843439892918468104e-04
1.194599999999999967e-01	2.636237010794472146e-01	7.106080403218584252e-04
1.217599999999999932e-01	2.636241401169351906e-01	7.398878562980826246e-04
1.240549999999999986e-01	2.636245973031785539e-01	7.635830236267793225e-04
1.263539999999999941e-01	2.636250649025163040e-01	7.807446711467491696e-04
1.286529999999999896e-01	2.636255436813281228e-01	7.990116353653320402e-04
1.309520000000000128e-01	2.636260334246899317e-01	8.175732221502585162e-04
1.332490000000000063e-01	2.636265342636772147e-01	8.360100299569239723e-04
1.355470000000000008e-01	2.636270461418108169e-01	8.547345944407425122e-04
1.378429999999999933e-01	2.636275694247102730e-01	8.724143001472839387e-04
1.401429999999999898e-01	2.636281032038518823e-01	8.899201632743825030e-04
1.424420000000000130e-01	2.636286483817043558e-01	9.087465483617052087e-04
1.447410000000000085e-01	2.636292047542035388e-01	9.283594777684811561e-04
1.470319999999999960e-01	2.636297717068845081e-01	9.457407460331523907e-04
1.493319999999999925e-01	2.636303494406831427e-01	9.621165560247391113e-04
1.516309999999999880e-01	2.636309382067281715e-01	9.799476679859253636e-04
1.539300000000000113e-01	2.636315373088236602e-01	9.976381863339156553e-04
1.562300000000000078e-01	2.636321477894668086e-01	1.016940732995408325e-03
1.585260000000000002e-01	2.636327694671427579e-01	1.034724803275821614e-03
1.608289999999999997e-01	2.636334023669317794e-01	1.053702309263826464e-03
1.631249999999999922e-01	2.636340469869618008e-01	1.073305376621647156e-03
1.654239999999999877e-01	2.636347025806424771e-01	1.090409591824936797e-03
1.677240000000000120e-01	2.636353690652486481e-01	1.108713506027925177e-03
1.700230000000000075e-01	2.636360468453706196e-01	1.126883353606444871e-03
1.723230000000000040e-01	2.636367353732674279e-01	1.144738814730317245e-03
1.746219999999999994e-01	2.636374347966736753e-01	1.163360681402991759e-03
1.769209999999999949e-01	2.636381456048456640e-01	1.182746399649658997e-03
1.792169999999999874e-01	2.636388675803283954e-01	1.201375072355403972e-03
1.815160000000000107e-01	2.636396009890698555e-01	1.218469953357725899e-03
1.838160000000000072e-01	2.636403449534594490e-01	1.237513127989586792e-03
1.861109999999999987e-01	2.636411001184731928e-01	1.256904811668846378e-03
1.884059999999999901e-01	2.636418659499021322e-01	1.274525008398086356e-03
1.907010000000000094e-01	2.636426424418194525e-01	1.290977850885610678e-03
1.930010000000000059e-01	2.636434299096635514e-01	1.310057441855860816e-03
1.952919999999999934e-01	2.636442280642533054e-01	1.328330762078167027e-03
1.975909999999999889e-01	2.636450373877852194e-01	1.344385127822533832e-03
1.998900000000000121e-01	2.636458577815560811e-01	1.363935633037272055e-03
2.021850000000000036e-01	2.636466893497925734e-01	1.383545019336906989e-03
2.044809999999999961e-01	2.636475324320389224e-01	1.400874518537875701e-03
2.067799999999999916e-01	2.636483864666994137e-01	1.419759351222182886e-03
2.090750000000000108e-01	2.636492520229125613e-01	1.440023198654216685e-03
2.113700000000000023e-01	2.636501291109075162e-01	1.458438167617259751e-03
2.136659999999999948e-01	2.636510173470724694e-01	1.475376271230288694e-03
2.159649999999999903e-01	2.636519165072511162e-01	1.491427439418657741e-03
2.182649999999999868e-01	2.636528257595384672e-01	1.508773722775913484e-03
2.205630000000000090e-01	2.636537455471433811e-01	1.527734205694741831e-03
2.228590000000000015e-01	2.636546761797675109e-01	1.546913133893212944e-03
2.251539999999999930e-01	2.636556179855358839e-01	1.563893893717249739e-03
2.274529999999999885e-01	2.636565704367798690e-01	1.581187440251596854e-03
2.297490000000000088e-01	2.636575335816360721e-01	1.599303526916173723e-03
