2.532200000000000076e-02	1.000000000000000056e-01	1.341947087536087546e-01	0.000000000000000000e+00
2.761200000000000113e-02	1.027342820706676763e-01	1.341947073153443304e-01	0.000000000000000000e+00
2.989800000000000096e-02	9.818665362050445211e-02	1.341946931431352019e-01	0.000000000000000000e+00
3.218399999999999733e-02	1.021732327597201367e-01	1.341946783780045560e-01	0.000000000000000000e+00
3.447900000000000270e-02	1.100754256625416094e-01	1.341946621251801641e-01	0.000000000000000000e+00
3.677500000000000213e-02	9.279163141373972246e-02	1.341946483417943703e-01	0.000000000000000000e+00
3.906899999999999956e-02	1.613723191347181674e-01	1.341946323358510496e-01	0.000000000000000000e+00
4.136900000000000299e-02	9.788516839703668981e-02	1.341946170571943486e-01	0.000000000000000000e+00
4.365399999999999836e-02	1.069867943877208516e-01	1.341945915870864647e-01	0.000000000000000000e+00
4.594100000000000267e-02	1.468295529473669925e-01	1.341945610479716999e-01	0.000000000000000000e+00
4.822300000000000197e-02	1.030391670165815010e-01	1.341945140614144438e-01	0.000000000000000000e+00
5.050500000000000128e-02	1.041278581310641077e-01	1.341944554520001220e-01	0.000000000000000000e+00
5.278599999999999959e-02	1.000478178224578907e-01	1.341943796904851993e-01	0.000000000000000000e+00
5.507200000000000290e-02	1.423562946546015062e-01	1.341942838749895506e-01	0.000000000000000000e+00
5.735900000000000026e-02	9.462976962638119938e-02	1.341941787883370596e-01	0.000000000000000000e+00
5.965399999999999869e-02	1.106467837505088064e-01	1.341940628111421008e-01	0.000000000000000000e+00
6.194399999999999906e-02	9.279163141373972246e-02	1.341939275180560609e-01	0.000000000000000000e+00
6.422999999999999543e-02	1.196153828973252065e-01	1.341937866429283865e-01	0.000000000000000000e+00
6.652399999999999980e-02	1.054859015970184416e-01	1.341936372090677398e-01	0.000000000000000000e+00
6.881600000000000217e-02	1.020034570990009520e-01	1.341934809116352989e-01	0.000000000000000000e+00
7.111499999999999766e-02	9.462976962638119938e-02	1.341933101793090499e-01	0.000000000000000000e+00
7.341000000000000303e-02	1.052276997853681811e-01	1.341931304262214408e-01	0.000000000000000000e+00
7.570499999999999452e-02	1.905510608802691852e-01	1.341929425415646082e-01	0.000000000000000000e+00
7.800500000000000489e-02	1.100754256625416094e-01	1.341927417873864659e-01	0.000000000000000000e+00
8.030400000000000038e-02	1.037804615061129754e-01	1.341925379914553906e-01	0.000000000000000000e+00
8.260000000000000675e-02	1.350321220309237402e-01	1.341923281900198883e-01	0.000000000000000000e+00
8.488999999999999324e-02	1.000478178224578907e-01	1.341921155133862231e-01	0.000000000000000000e+00
8.717600000000000349e-02	1.144977418262929370e-01	1.341919093468148805e-01	0.000000000000000000e+00
8.947099999999999498e-02	1.147994161380446465e-01	1.341917109917702688e-01	0.000000000000000000e+00
9.174899999999999722e-02	1.279597148913979576e-01	1.341915006053093773e-01	0.000000000000000000e+00
9.402900000000000147e-02	1.238570185469369256e-01	1.341912805513064966e-01	0.000000000000000000e+00
9.631699999999999984e-02	1.558586430250697707e-01	1.341910471843808239e-01	0.000000000000000000e+00
9.859800000000000508e-02	1.000478178224578907e-01	1.341908150909398856e-01	0.000000000000000000e+00
1.008750000000000063e-01	9.548076511461214833e-02	1.341905738827037231e-01	0.000000000000000000e+00
1.031569999999999987e-01	9.548076511461214833e-02	1.341903232680647928e-01	0.000000000000000000e+00
1.054390000000000049e-01	9.518115182103029093e-02	1.341900712171738841e-01	0.000000000000000000e+00
