0.000000	1.424501	0.487329	2.586264	2.593665	63.406180
0.002559	12.778486	5.116666	26.446752	27.521071	1502.711722
0.004815	12.472232	4.970511	27.108378	27.843692	1498.946290
0.007079	12.868068	4.934985	27.486517	28.144096	1498.717784
0.009330	12.275845	5.015164	27.728790	28.260748	1500.137122
0.011593	12.263934	5.037514	27.867516	28.373478	1501.348320
0.013845	12.409208	5.028410	27.961636	28.423357	1500.015103
0.016108	12.156672	5.006545	28.016079	28.489202	1499.720755
0.018377	12.964761	5.121564	28.061707	28.554101	1498.343564
0.020637	12.778486	5.111432	28.096605	28.591272	1500.657237
0.022882	12.339506	5.178598	28.128194	28.586642	1502.597639
0.025124	12.417219	5.164332	28.151832	28.649226	1500.936562
0.027374	11.811503	5.184126	28.174281	28.670758	1501.738325
0.029626	14.170429	10.883551	28.201405	28.646606	1499.913196
0.031872	28.084099	50.084175	28.210455	28.679450	1500.448922
0.034122	28.376497	50.084175	28.234520	28.686243	1498.963581
0.036378	27.954145	51.010101	28.250413	28.696519	1498.745222
0.038632	27.142351	50.505051	28.260062	28.694458	1498.449460
0.040883	27.673350	51.010101	28.268176	28.801359	1499.421956
0.043138	14.156893	7.896791	28.259598	28.804351	1499.839005
0.045380	11.987955	5.284380	28.274219	28.788271	1500.582312
0.047617	11.905778	4.950403	28.304337	28.790376	1500.350353
0.049868	12.280522	4.905402	28.312307	28.807118	1500.854694
0.052127	11.956354	4.949046	28.326506	28.772899	1499.182124
0.054383	11.008685	5.123126	28.333653	28.793117	1500.179362
0.056637	12.336489	5.011795	28.337834	28.770452	1500.244654
0.058874	12.592930	4.996309	28.340839	28.798978	1500.727105
0.061131	10.867254	5.178318	28.353157	28.793736	1500.231810
0.063376	12.046930	5.060447	28.355079	28.809001	1501.580492
0.065613	11.948298	5.047463	28.370398	28.806004	1500.453966
0.067860	12.655249	4.956479	28.363555	28.806079	1499.920347
0.070115	11.893568	5.070148	28.368356	28.772109	1500.266401
0.072362	12.400355	5.005899	28.372533	28.766787	1499.314039
0.074612	12.171030	4.992238	28.373830	28.776678	1499.359382
0.076853	12.051607	5.001195	28.378929	28.780171	1500.579439
0.079100	11.929985	5.005409	28.379185	28.780094	1499.313081
0.081342	12.387256	4.947840	28.396318	28.808668	1500.850296
0.083593	13.025195	4.878057	28.395709	28.788259	1501.863341
0.085834	12.492688	4.956482	28.393498	28.787251	1499.229007
0.088077	12.281588	4.947775	28.411160	28.820187	1500.010728
0.090327	12.370091	4.956897	28.408979	28.793517	1500.935672
0.092572	12.181673	4.961832	28.406431	28.773463	1499.705194
0.094819	12.489596	4.912491	28.416466	28.789837	1499.215997
0.097061	10.183498	5.111601	28.411049	28.781984	1501.015175
0.099312	13.110264	4.856640	28.409626	28.771707	1500.708070
0.101554	12.585489	4.912718	28.410163	28.784411	1500.114682
0.103804	11.489634	5.029417	28.412947	28.777621	1500.736615
0.106055	10.609727	5.130311	28.409951	28.765435	1499.331215
0.108301	10.550053	5.130137	28.410981	28.775273	1501.445232
0.110552	11.619918	5.001422	28.415916	28.781973	1498.806149
0.112794	11.189696	5.037598	28.414548	28.780084	1499.509427
0.115045	11.521703	5.021990	28.419890	28.778081	1498.628942
0.117286	13.179436	4.824859	28.412468	28.777594	1499.990283
0.119528	11.948887	4.953978	28.413019	28.759095	1501.085036
0.121770	11.778086	5.002143	28.412304	28.776254	1500.709874
0.124015	12.139774	4.948984	28.414509	28.762628	1499.254434
0.126262	11.216229	5.024097	28.420009	28.779016	1499.223193
0.128509	11.126543	5.034248	28.416012	28.758587	1500.049745
0.130751	12.566210	4.900075	28.419656	28.767483	1498.914253
0.133006	12.249967	4.921717	28.417958	28.763976	1499.081167
0.135261	11.209533	5.037103	28.418535	28.768939	1499.208453
0.137507	12.092754	4.973963	28.423183	28.751926	1499.888640
0.139753	11.583399	5.006590	28.422449	28.770686	1500.960633
0.142000	12.500796	4.913179	28.419688	28.751483	1499.529579
0.144245	12.303224	4.944588	28.418790	28.760606	1500.017897
0.146492	12.930820	4.865417	28.417223	28.753533	1499.633586
0.148734	12.219928	4.927149	28.420404	28.770117	1500.111066
0.150976	12.310063	4.913952	28.421211	28.751412	1499.575694
0.153217	11.237998	5.029480	28.416824	28.766661	1499.287798
0.155459	11.532748	4.993851	28.419772	28.738344	1499.603106
0.157705	12.038236	4.970613	28.427423	28.751129	1499.200262
0.159952	13.045842	4.835671	28.428802	28.747297	1499.526514
0.162197	12.378821	4.905012	28.424528	28.765453	1500.622725
0.164445	11.355997	4.997839	28.429283	28.757037	1500.468782
0.166686	11.859927	4.947709	28.424698	28.748514	1500.229963
0.168932	12.159309	4.926662	28.424725	28.727991	1499.750146
0.171179	11.937174	4.935438	28.423086	28.747693	1499.336219
0.173421	11.268174	5.020767	28.423348	28.735003	1499.058422
0.175662	10.989868	5.064654	28.428746	28.759562	1499.346727
0.177904	10.736003	5.037345	28.423956	28.734729	1500.638198
0.180146	10.760484	5.028085	28.422111	28.736969	1500.761150
0.182378	11.210290	5.015399	28.424196	28.731829	1498.970926
0.184625	11.754625	4.940556	28.422376	28.734270	1499.718395
0.186867	11.015085	5.028739	28.422479	28.743246	1500.712868
0.189109	12.476081	4.870555	28.422425	28.732814	1500.112973
0.191351	11.597692	4.962513	28.421362	28.744570	1500.349500
0.193593	11.045942	5.028080	28.426541	28.762395	1500.411507
0.195830	12.583602	4.835961	28.420785	28.736015	1501.395081
0.198081	12.005207	4.932225	28.427663	28.733375	1499.748845
0.200336	11.399566	4.974280	28.427549	28.728944	1500.428142
0.202578	11.293549	4.997601	28.428656	28.754005	1500.293695
0.204828	10.822836	5.033298	28.429400	28.733783	1499.315649
0.207065	12.696087	4.857390	28.437254	28.746216	1500.775814
0.209312	12.502096	4.845408	28.430536	28.735040	1500.316350
0.211554	11.947376	4.926523	28.429470	28.735506	1500.953380
0.213791	11.666824	4.939931	28.430156	28.746511	1500.276064
0.216033	12.047763	4.913250	28.433732	28.733466	1500.197444
0.218275	12.809430	4.836566	28.434562	28.735999	1500.667888
0.220517	13.646443	4.662609	28.431115	28.724137	1499.199960
0.222762	13.900801	4.690359	28.429906	28.725103	1500.217840
0.225004	13.240169	4.781203	28.425901	28.721061	1499.329647
0.227251	13.658226	4.697171	28.435752	28.748880	1498.129989
0.229488	10.956911	5.014665	28.440456	28.744173	1500.758461
0.231726	11.486342	4.913471	28.440570	28.739587	1499.601663
0.233968	12.136280	4.917120	28.435004	28.734060	1498.360236
0.236210	11.255807	4.943837	28.433193	28.737762	1499.506566
0.238451	13.525370	4.690808	28.430626	28.728862	1499.962881
0.240698	13.696489	4.647258	28.427592	28.731346	1497.643859
0.242940	12.119241	4.896234	28.426860	28.719320	1501.957684
0.245185	12.479947	4.790696	28.427415	28.720289	1500.354625
0.247432	12.921003	4.815193	28.426199	28.719851	1500.574782
0.249674	13.629190	4.693810	28.427339	28.716240	1500.110953
0.251916	13.291719	4.735836	28.431283	28.727680	1498.383120
0.254161	12.978339	4.754545	28.428709	28.724200	1499.705632
0.256404	12.331279	4.843844	28.428297	28.715958	1500.668634
0.258641	12.571870	4.870872	28.426436	28.722286	1502.065320
0.260879	13.821138	4.619626	28.425218	28.711594	1499.451972
0.263125	13.933200	4.620034	28.420426	28.701984	1499.302062
0.265363	12.960389	4.747725	28.426413	28.713819	1499.438828
0.267596	13.090343	4.682731	28.427723	28.709688	1501.372928
0.269833	13.858488	4.646358	28.428360	28.702448	1500.079016
0.272075	12.084099	4.884752	28.430735	28.706335	1500.065799
0.274317	11.807792	4.910548	28.428179	28.700948	1499.165196
0.276553	11.365124	4.940495	28.430293	28.718757	1500.004406
0.278787	12.729441	4.819367	28.428926	28.703416	1500.579632
0.281029	11.472837	4.930206	28.431636	28.712065	1500.789430
0.283271	13.855014	4.596329	28.428428	28.701488	1500.229773
0.285507	13.160173	4.806940	28.425274	28.693796	1500.675441
0.287741	13.873075	4.623480	28.430861	28.714835	1499.677897
0.289983	13.997464	4.599593	28.427497	28.715454	1500.846340
0.292234	11.510965	4.935223	28.425517	28.713837	1499.044949
0.294476	12.180015	4.884096	28.427337	28.699911	1499.210438
0.296717	10.886696	4.974038	28.427742	28.711216	1500.035997
0.298950	12.072531	4.886904	28.429625	28.703900	1499.075769
0.301187	12.666824	4.840340	28.429954	28.713847	1500.707395
0.303421	13.275115	4.725309	28.427712	28.705657	1500.469933
0.305663	12.214744	4.874053	28.424081	28.701478	1500.803151
0.307905	11.347864	4.904391	28.428391	28.691260	1501.027096
0.310146	12.169782	4.877982	28.429288	28.702093	1499.952487
0.312383	13.793963	4.689722	28.426789	28.703906	1500.259748
0.314621	11.106598	4.956242	28.427521	28.688718	1500.126986
0.316863	10.782586	4.982822	28.433815	28.701965	1500.246207
0.319105	12.643735	4.837224	28.430599	28.698839	1500.906481
0.321338	13.127388	4.790633	28.430930	28.695990	1501.118121
0.323574	11.567663	4.921350	28.433155	28.701012	1499.452013
0.325813	11.805918	4.875446	28.430330	28.697945	1500.617261
0.328054	12.001039	4.909187	28.431356	28.692817	1499.661125
0.330296	13.056570	4.739438	28.428505	28.691402	1499.486136
0.332529	11.399698	4.917104	28.428183	28.698567	1501.340288
0.334771	13.898827	4.574306	28.428834	28.692167	1500.467778
0.337008	12.322784	4.785321	28.430204	28.690888	1499.355648
0.339250	12.105559	4.797817	28.427139	28.682188	1500.815852
0.341497	12.926479	4.773247	28.429608	28.686874	1499.137812
0.343742	13.892363	4.696430	28.425583	28.688503	1500.520831
0.345998	13.890626	4.637602	28.426122	28.678374	1499.091634
0.348244	13.097512	4.706021	28.422831	28.690414	1500.923803
0.350495	13.667701	4.627979	28.427572	28.709897	1499.961029
0.352737	13.656488	4.603167	28.424427	28.687997	1499.080675
0.354979	13.821138	4.531703	28.423749	28.686806	1500.175749
0.357221	13.687250	4.539840	28.421507	28.684889	1499.548042
0.359463	12.593552	4.690027	28.425824	28.694575	1500.724522
0.361714	13.890626	4.535344	28.424900	28.695052	1500.277845
0.363951	13.790613	4.580265	28.427060	28.694710	1501.520047
0.366198	13.821138	4.542809	28.425737	28.683861	1499.649922
0.368457	13.995726	4.618470	28.432289	28.708533	1500.261207
0.370704	12.788291	4.741046	28.433261	28.686543	1499.560522
0.372946	13.599950	4.629953	28.431838	28.698075	1500.422153
0.375196	12.372527	4.756735	28.434725	28.697225	1499.869851
0.377438	12.654022	4.764781	28.432087	28.696035	1500.590130
0.379680	12.245340	4.802125	28.432948	28.681741	1499.402332
0.381922	12.485226	4.756525	28.426022	28.681545	1500.006161
0.384164	12.567920	4.736609	28.433186	28.700591	1500.065860
0.386410	13.827839	4.676778	28.429992	28.678368	1499.276270
0.388657	13.824489	4.630273	28.429513	28.682517	1500.094650
0.390898	13.264662	4.692540	28.428812	28.670167	1499.583454
0.393135	12.800394	4.732311	28.424396	28.691978	1500.602451
0.395382	13.926239	4.595510	28.434919	28.690704	1501.297515
0.397624	13.624350	4.676777	28.432044	28.678201	1500.279148
0.399861	12.747725	4.728355	28.430277	28.679863	1499.390286
0.402108	12.734079	4.728777	28.429651	28.691258	1500.577611
0.404350	12.790537	4.748546	28.432684	28.678369	1498.838155
0.406595	12.898932	4.704277	28.433509	28.680106	1498.989603
0.408833	12.817375	4.724609	28.431776	28.679338	1501.752700
0.411080	12.686499	4.720576	28.425307	28.674503	1498.789359
0.413321	12.874797	4.696498	28.427728	28.685714	1500.247397
0.415563	13.071739	4.692737	28.426887	28.670981	1500.720877
0.417796	12.827000	4.688517	28.428704	28.674996	1499.689203
